,Página,Texto Extraído,É uma nota?,Confiabilidade,is_nf_input,Maior valor da nota,Data mais comum
273,273,"rps - recibo provisório de servicos

peer

15/03/19 12:50:12

nome / name: isaque shiguefuji
companhia / company:secretaria de adm. da presidencia da republica
endereco / address: pc dos tres poderes, s/n

brasilia df 70100000
dulce.ogaplanalto.gov.br
cnpj: 00394411000109 reserva n/ confirmation n: 16145013
chegada / arrival: 14/01/19 saida / departure: 15/03/19 código serviço: 09.01.01
usuário / user 5053 n de apartamento / room n: 9683 rps n: 124038 série b
iss 214,89

valor aproximado de tributos: r$ 414.41 = 8.65 % (ibpt)

0,00

saldo r$ 0,00 total r$ 4.790,89 deduções r$ 278,72
base de cálculo r$ 4.512,17 5% total iss r$ 225,61

obrigatória a conversão em nota fiscal de serviços eletrônica - nfs-e - nota
carioca em até vinte dias. consulte https://notacarioca.rio.gov.br x

assinatura / signature

concordo que minha responsabilidade por este r.p.s. continua em vigor tornando-me responsável no caso em que a pessoa, companhia ou associação
indicada deixe de pagar parcial ou totalmente a soma das despesas aqui especificadas.

windsor oceânico hotel - rua martinho de mesquita, 129 - barra da tijuca- cep: 22620-220 - rio de janeiro - tel(21) 2195-9950
cnpj 05.298.154.0001/25. inscrição estadual 77.459.626. inscrição municipal 0658399-7
www.windsorhoteis.com.br - controladoria.oceanico()windsorhoteis.com.br
",1,0.5438693632527691,0,"4.790,89",
274,274,"w)

windsor oceanic(o)
en. dc rps - recibo provisorio de servicos
tido à parmiia eres provisory receipt
prreemmes e ay
nome / name: isaque shiguefuji ss es rua f is fera! » 3% ka
companhia / company:secretaria de adm. da presidencia da republica ri vê via bi , nf; a aesa o
endereco / address: pc dos tres poderes, s/n eneadui 8 “ts
brasilia df 70100000 ""e e]
commerce é;
dulce.ogaplanalto.gov.br “o come % y rudtica 93?
cnpj: 00394411000109 reserva n/ confirmation n: pucho
chegada / arrival: 14/01/19 saida / departure: 15/03/19 código serviço: 09.01.01
usuário / user 5053 n de apartamento / room n: 9683 rpsn: 124038 série b

data / date cod. trans. e descricao / description valor total / amount

14/01/19 1000 tarifa feebar 320,00
14/01/19 6010 taxa de serviço 10% 32,00
15/01/19 1000 tarifa feebar 320,00
15/01/19 6010 taxa de serviço 10% 32,00
16/01/19 1000 tarifa feebar 320,00
w 16/01/19 6010 taxa de serviço 10% 32,00
17/01/19 1000 tarifa feebar 320,00
17/01/19 6010 taxa de serviço 10% 32,00
18/01/19 1000 tarifa feebar 320,00
18/01/19 6010 taxa de serviço 10% 32,00
19/01/19 1000 tarifa feebar 320,00
19/01/19 6010 taxa de serviço 10% 32,00
20/01/19 1000 tarifa feebar 320,00
20/01/19 6010 taxa de serviço 10% 32,00
21/01/19 1000 tarifa feebar 320,00
21/01/19 6010 taxa de serviço 10% 32,00
22/01/19 1000 tarifa feebar 320,00
22/01/19 6010 taxa de serviço 10% 32,00
23/01/19 1000 tarifa feebar 320,00
23/01/19 6010 taxa de serviço 10% 32,00
24/01/19 1000 tarifa feebar 320,00
24/01/19 6010 taxa de serviço 10% 32,00
25/01/19 1000 tarifa feebar 320,00
25/01/19 6010 taxa de serviço 10% 32,00
26/01/19 1000 tarifa feebar 320,00
26/01/19 6010 taxa de serviço 10% 32,00
15/03/19 7102 visa 4.790,89

0,00

obrigatória a conversão em nota fiscal de serviços eletrônica - nfs-e - nota
carioca em até vinte dias. consulte https://notacarioca.rio.gov.br x

assinatura / signature

concordo que minha responsabilidade por este r.p.s. continua em vigor tornando-me responsável no caso em que a pessoa, companhia ou associação
indicada deixe de pagar parcial ou totalmente a soma das despesas aqui especificadas.

windsor oceânico hotel - rua martinho de mesquita, 129 - barra da tijuca- cep: 22620-220 - rio de janeiro - tel(21) 2195-9950
cnpj 05.298.154.0001/25. inscrição estadual 77.459.626. inscrição municipal 0658399-7
www.windsorhoteis.com.br - controladoria.oceanicoq)windsorhoteis.com.br
",0,0.7429774313731949,0,"4.790,89",
275,275,"windsor oceanico
hotel
information folio arrival 14/01/19
rua martinho de mesquita, 129 - chegada
barra da tijuca extra to
rio de == cá 22620220 february 04th, 2019 departure 26/02/19
04 de fevereiro de 2019 saída
19:12:32 o ds 9683
eme isaque shiguefuji apartamento
r gilberto duarte de azevedo
169 persons 1
jardim sao carlos tddi
cashier fpacheco
caixa
date description amount
data descrição valor
25/01/19 tarifa feebar routed from ferreira gabriel najarro de p 320,00
25/01/19 | taxa de serviço 10% routed from ferreira gabriel najarro de p 32,00
25/01/19 iss routed from ferreira gabriel najarro de p 16,53
26/01/19 tarifa feebar routed from ferreira gabriel najarro de p 320,00
26/01/19 taxa de serviço 10% routed from ferreira gabriel najarro de p 32,00
26/01/19 iss routed from ferreira gabriel najarro de p 16,53

1.s.s5% (416,00) 214,89 r$

1.8.5. 5%

total 4.790,89 r$
total

balance 4.790,89 r$
saldo
",0,0.8741847170984027,0,"416,00",
276,276,"mt

es meme o

(w) rca é

windsor oceanic — ii
information fólio arrivatm 14/01/19
rua = pfee di 129 ext rato chegada
pose nm e 22620220 february 04th, 2019 departure 26/02/19
es 04 de fevereiro de 2019 saída
19:12:32 rfódim 9683
guest isaque shiguefuji apartamento
r gilberto duarte de azevedo
169 persons 1
jardim sao carlos pares raro
cashier fpacheco
caixa
, date description amount

data descrição valor
14/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
14/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
14/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
15/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
15/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
15/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
16/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
16/01/19 | taxa de serviço 10% ferreira gabriel najarro de petta &1661=>: 32,00
16/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
17/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
17/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>: 32,00
17/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
18/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
18/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
18/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
19/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
q 19/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
19/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
20/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
20/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
20/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
21/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>: 320,00
21/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
21/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
22/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>! 320,00
22/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>! 32,00
22/01/19 iss ferreira gabriel najarro de petta &1661=>! 16,53
23/01/19 tarifa feebar routed from ferreira gabriel najarro de p 320,00
23/01/19 taxa de serviço 10% routed from ferreira gabriel najarro de p 32,00
23/01/19 iss routed from ferreira gabriel najarro de p 16,53
24/01/19 tarifa feebar routed from ferreira gabriel najarro de p 320,00
24/01/19 taxa de serviço 10% routed from ferreira gabriel najarro de p 32,00
24/01/19 iss routed from ferreira gabriel najarro de p 16,53
",0,0.9290570326706669,0,"320,00",
277,277,"(w)
o)

windsor oceanico

information folio

rua martinho de mesquita, 129 -
barra da tijuca
rio de janeiro rj 22620220

extrato
march 11th, 2019

brasil

11 de março de 2019

13:09:23

guest isaque shiguefuji

r gilberto duarte de azevedo

169

jardim sao carlos

date description

data descrição
14/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>:
14/01/19 | taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
14/01/19 iss ferreira gabriel najarro de petta &1661=>:
15/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>:
15/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
15/01/19 iss ferreira gabriel najarro de petta 1661=>:
16/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>!
16/01/19 taxa de serviço 10% ferreira gabriel najarro de petta $1661=>:
16/01/19 iss ferreira gabriel najarro de petta &1661=>!
17/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>!
17/01/19 | taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:!
17/01/19 iss ferreira gabriel najarro de petta &1661=>:
18/01/19 tarifa feebar ferreira gabriel najarro de petta 1661=>:
18/01/19 | taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
18/01/19 iss ferreira gabriel najarro de petta h1661=>:
19/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>:
19/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
19/01/19 iss ferreira gabriel najarro de petta $1661=>:
20/01/19 tarifa feebar ferreira gabriel najarro de petta &1661=>:
20/01/19 taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
20/01/19 iss ferreira gabriel najarro de petta &1661=>:
21/01/19 tarifa feebar ferreira gabriel najarro de petta 41661=>:
21/01/19 | taxa de serviço 10% ferreira gabriel najarro de petta &1661=>:
21/01/19 iss ferreira gabriel najarro de petta 41661=>:
22/01/19 tarifa feebar ferreira gabriel najarro de petta h1661=>:
22/01/19 taxa de serviço 10% ferreira gabriel najarro de petta $1661=>:
22/01/19 iss ferreira gabriel najarro de petta $1661=>:
23/01/19 tarifa feebar routed from ferreira gabriel najarro de p
23/01/19 taxa de serviço 10% routed from ferreira gabriel najarro de p
23/01/19 iss routed from ferreira gabriel najarro de p
24/01/19 tarifa feebar routed from ferreira gabriel najarro de p
24/01/19 taxa de serviço 10% routed from ferreira gabriel najarro de p

24/01/19

iss

routed from ferreira gabriel najarro de p

lo

s,
a
, õ
[2]

o

>

q

arrival 14/01/19

chegada

departure 04/04/19

saída

room 9683
apartamento

persons 1
pessoas

cashier amartinez

caixa

amount

a rubric

valor

320,00
32,00
16,53

320,00
32,00
16,53

320,00
32,00
16,53

320,00
r8400
16,53

320,00
32,00
16,53

320,00
32,00
16,53

320,00

&

o
",0,0.9445247069811521,0,"320,00",
278,278,"getnet
tia cliente voost.918a
windsor barra hotel ltda
lucio costa 2630
rio de janeiro - rj
35, 298,154/0001-25 cv; 000063657
14/03/19 14:17:58 aut:245445 doc:004981

ec: q00ogoocoab6224 term; 03249755 d
visa credito pereira dio

credito à vista
valor: 4.790,89
",0,0.9709020252800924,0,"4.790,89",
279,279,nan,0,0.9713539239537082,0,0,
280,280,"29/03/2019 nota carioca - nota fiscal de serviços eletrônica - nfs-e - prefeitura da cidade do rio de janeiro

nota fiscal de serviços eletrôni
- nota carioca -
prestador de serviços

cpficnpj: 05.298.154/0001-25 inscrição municipal: 0.658.399-7 inscrição estadual: 77459626
nomesrazão social: windsor barra hotel sa

nome fantasia: windsor oceahnico tel.: 2195-5000
endereço: rua martinho de mesquita 129 - barra da tijuca - cep: 22620-220

municipio: rio de janeiro uf: rj e-mail: controladoria.oceanicowindsorhoteis.combr

tomador de serviços
cpficnpj:  00,394,411/0001-09 inscrição municipal: ---- inscrição estadual: ----
nomesrazão social. secretaria de adm. da presidencia da republica

endereço: pe dos tres poderes sin palacio do planalto - bairro - cep: 70100-000 tel.: (61) 3411-2
municipio: brasilia uf: df e-mail: dulce.ogayplanalto.gov.br

discriminação dos serviços

crs é: - conf. f: 16145013 - nome: isaque shiguefuji
uh: 9683 - ref. client: - ci: ld-jan-zõis — co: 15-mar-z019

diaria: r$4.160,00

taxa de serviço 10%: r$416,00

iss: r$214,89

valor aproximado de tributos: r$ 4l4.dl = 8.65 % (ibpt)

valor da nota = r$ 4.790,89

serviço prestado
09.01.01 - hospedagem, de qualquer natureza, em hotéis

deduções (r$) desconto incond. (r$) | base de cálculo (r$) | aiquota (%) “valor do iss (r$) crédito p/ iptu (r$)
2t8,t2 0,00 4.512,17 5,00% 225,60 0,00

outras informações
- esta nfs-e foi emitida com respaldo na lei nº 5.098 de 15/10/2009 e no decreto nº 32.250 de 11/05/2010
- procon-rj: ay. rio branco nº 25, 5º andar, tel 151: vevyy procon.rj gov br
- data de vencimento do |55 desta nfs-e: 03/04/2019.
- esta nfs-e não gera crédito para abatimento no iptu.
- esta nfs-e substitui o rps nº 124038 série b, emitido em 15/03/2019.

https://notacarioca.rio.gov.br/contribuinte/notaprint.aspx?nf=1 28972&inscricao=6583997 &verificacao=b528mbvk&returnurl=..y2frps.aspx

11
",1,0.9925244132264944,1,"5,00",29/03/2019
281,281,"getnet'

via cliente vo061.9173
rh servicos

jose alvaro de melo 367
jaboatao dos guararapes - pe
06.990,661/0001-98 cy: 000000275
21/03/19 16:14:03 aut:241505 doc:000152
ec: q0on0og01 149574 term: 05999686 b
visa credito tererprio 40510

credito a vista
valor: 309,78

f

t

ento, op.

o
",0,0.9777767147322651,0,"309,78",
282,282,"13/12/2018 https:/'nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxml?cn+banx7hxlyhfiukeh37sgwsmb2gyyp6+wtsdlyjwi=

í
mm iseieldias
sa

prefeitura de manaus
secretaria municipal de finanças, tecnologia da  %notamanaus

informação e controle interno - semef

+ : fr
nota fiscal de serviços eletrônica - nfse código de verificação data/hora da emissão
1343.d8cb.582f |13/12/2018 - 15:21:55

a autenticidade desta nota pode ser confirmada natureza da operação número da nota
em: nota.manaus.am.gov.br, informando o código de |retenção do 52
verificação. issqn

prestador de serviços
rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,
tarumã, telefone: 34642425.
cer 69041-000 - manaus - am - brasil
crrcnp3 06.990.661/0026-46 inscrição municipal 21872301
email dgomesormghs.com.br inscrição estadual
tomador de serviço
presidencia da republica
00.394.411/0001-09 .
dos tres poderes, sn, palacio do plan
zona civico-administrativa, telefone: .
70100000
não localizado! - df - brasil inscrição municipal
'eduardo.souza(q presidencia.gov.br' inscrição estadual

discriminação do serviço/dados adicionais
vencimento: 28/12/2018.

descrição do serviço quantidade valor unitário

servico de fonia 1 215,19
20.02-serviços aeroportuários, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
capatazia, movimentação de aeronaves, serviços de apoio

aeroportuários, serviços acessórios, movimentação de mercadorias,
logistica e congeneres

'alor do serviço (r$) qd. desconto(r$) dedução(rs) base de cálculo(rs) j|aliquota(%) [valor do iss(rs) otal(r$)
215,19 215,10 [500 | 10,06 | 21599

valor total da nota = r$ 215,19

inss(rs) pis(r$) ofins(r$) c.s.l.l(rs)
0,00 0,00 0,00 0,00 0,00
issqn(r$) outras deduções(r$) 'otal das retenções (r$) valor líquido da nota(r$)
10,76 0,00 10,76 204,43

outras informações
- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

atesto que v material e/ou secviço constante
da presente nota fiscal/fatura foi recebido e
aceito e que os valores apresentados estão
corretos e em conformidade com q

empenho/contrato.

w 42 pre

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxml?en+banx7hxlyhfiukeh37sgwsm82gyyp6+wf5dlyjwl=

mo, cr,
e

111

fo

ss

so ny“
é eis p õ
o vs ru meses e

da
",1,0.938200559969019,1,"215,19",13/12/2018
283,283,"13/12/2018 https: linfse-prd. manaus.am.gov. ana scalxml?en+banx7hxlyhfiukeh37sn6ffi6fohucpcofttblo=

prefeitura de manaus
secretaria municipal de finanças, tecnologia da >enotamanaus
informação e controle interno - semef

nota fiscal de serviços eletrônica - nfse código de verificação data/hora da emissão
esba.9e33.03d1 |13/12/2018 - 15:10:55

a autenticidade desta nota pode ser confirmada natureza da operação número da nota
em: nota.manaus.am.gov.br, informando o código de |retenção do

ifi ã issqn 51
verificação. q

prestador de serviços

rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,
tarumã, telefone: 34642425.
cer 69041-000 - manaus - am - brasil
crrscnp) 06.990.661/0026-46 inscrição municipal 21872301
email dgomesormghs.com.br inscrição estadual
tomador de serviço
presidencia da republica
00.394.411/0001-09
dos tres poderes, sn, palácio do plan
zona civico-administrativa, telefone: .
70100000
não localizado! - df - brasil inscrição municipal
'eduardo.souzaqpresidencia.gov.br' inscrição estadual

discriminação do serviço/dados adicionais
vencimento: 28/12/2018

descrição do serviço quantidade valor unitário

atendimento aeroterrestre - tst - e190 1 1.850,00
20.02-serviços aeroportuários, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
capatazia, movimentação de aeronaves, serviços de apoio
aeroportuários, serviços acessórios, movimentação de mercadorias,
logística e congêneres

'alor do serviço (r$) qtd. desconto(r$) dedução(rs) base de cálculo(rs) aliquota(%) [valor do iss(r$) 'otal(r$)
1.850,00 1.850,00 | 5,00 | 92,50 1.850,00

valor total da nota = r$ 1.850,00

retenções

inss(rs) pis(r$) ofins(r$) .s.l.l(r$) irrf(rs)
0,00 0,00
neee utras deduções(r$) 'otal das retenções (r$) 'alor liquido da nota(r$)
92, neee 0,00 92,50 1.757,50

outras informações

- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

ftesto que o material e/ou serviço constante
da presente nota fiscal/fatura foi recebido e

aceito e que os valores apresentados estão
corretos e em conformidade com o

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?cn+banx7hxlyhfiukeh37sn6ffigfohucpcofttblo= 11
",1,0.9727025661242843,1,"92,50",13/12/2018
284,284,"13/12/2018

mori,

prefeitura de manaus

secretaria municipal de finanças, tecnologia da

informação e controle interno - semef

nota fiscal de serviços eletrônica - nfse

a autenticidade desta nota pode ser confirmada

issqn

prestador de serviços

rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,
tarumã, telefone: 34642425.
cer 69041-000 - manaus - am - brasil
crryenr) 06.990.661/0026-46 inscrição municipal 21872301
email dgomesormaghs.com.br inscrição estadual
tomador de serviço
presidencia da republica
00.394.411/0001-09
dos tres poderes, sn, palácio do plan
zona civico-administrativa, telefone: .
70100000
não localizado! - df - brasil inscrição municipal
'eduardo.souza o presidencia.gov.br' inscrição estadual

discriminação do serviço/dados adicionais
vencimento: 28/12/2018.

descrição do serviço quantidade valor unitário

servico de fonia 1 215,19
20.02-serviços aeroportuarios, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
capatazia, movimentação de aeronaves, serviços de apoio
aeroportuários, serviços acessórios, movimentação de mercadorias,
logística e congêneres

valor total da nota = r$ 215,19

inss(rs) pis(r$) cofins(rs) 2s.l.l(rs) irrf(rs)

outras informações

- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

atesto que us ==: viço constante
da presente nota fiscalifsira foi recebido e
aceito e que os valores apresentados estão
corretos e em conformidade com q
empenho/contrato.

cons ca ps

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?en+banx7hxlyhfiukkeh37saare9mdwosvowpokyrubl=

se —tica 4
fi deita 14:59:53: ao ru:

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?cn+banx7hxlyhfiukkeh37saare9mdwosv9wpokkyrugl=

11
",1,0.8113253077707658,1,"215,19",13/12/2018
285,285,nan,0,0.9713539239537082,0,0,
286,286,"13/12/2018 https:/'nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?cn+banx7hxlyhfiukeh37e0s+dyp fxxyisvkkogvzos=

limnrir,

ento: org,
prefeitura de manaus é mk é
secretaria municipal de finanças, tecnologia da *xnotamanaus ds me 9
informação e controle interno - semef 2 qn 3

nota fiscal de serviços eletrônica - nfse código de verificação data/hora da emissão “yo
2beo.9daf.6905 [13/12/2018 - 14:48:14

a autenticidade desta nota pode ser confirmada natureza da operação número da nota
em: nota.manaus.am.gov.br, informando o código de |retenção do 49
verificação. issqn

rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,
tarumã, telefone: 34642425.
cer 69041-000 - manaus - am - brasil
crrcnp) 06.990.661/0026-46 inscrição municipal 21872301
email dgomesormghs.com.br inscrição estadual
tomador de servico
presidencia da republica
00.394.411/0001-09
dos tres poderes, sn, palácio do plan
zona civico-administrativa, telefone: .
70100000
não localizado! - df - brasil inscrição municipal
'eduardo.souzaqpresidencia.gov.br' inscrição estadual

vencimento: 28/12/2018.

descrição do serviço quantidade valor unitário valor total

atendimento aeroterrestre - tec - e190 il 1.850,00 1.850,00

20.02-serviços aeroportuários, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
capatazia, movimentação de aeronaves, serviços de apoio
aeroportuários, serviços acessórios, movimentação de mercadorias,
logística e congêneres

inss(rs) pis(r$) sofins(r$) -s.l.l(r$) irrf(r$)

outras informações

- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

atesto que & mutertul 2/00 serviço constante
da presente nota fiscal/fatura foi recebido e
aceito e que os valores apresentados estão
corretos e em conformidade com o
empenho/contrato.

a [od

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxml?cn+banx7hxlyhfiukkeh37e0os+dypfxxyisvkkogvzos= 1/1
",1,0.9370678418540922,1,"1.850,00",13/12/2018
287,287,"13/12/2018 https://nfse-prd.manaus.am.gov.br/nfse/serviet/aprelnotafiscalxml?cn+banx7hxlyhf iukeh37usghxciack9puxlfnsvpy8=

leme)

prefeitura de manaus

secretaria municipal de finanças, tecnologia da
informação e controle interno - semef

nota fiscal de serviços eletrônica - nfse

a autenticidade desta nota pode ser confirmada

issqn

prestador de serviços

rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,

tarumã, telefone: 34642425.

cer 69041-000 - manaus - am - brasil

crrcnp3 06.990.661/0026-46 inscrição municipal 21872301
dgomesormghs.com.br inscrição estadual

tomador de serviço
presidencia da republica

pficnpj 00.394.411/0001-09

endereço dos tres poderes, sn, palácio do plan
bairro zona civico-administrativa, telefone: .
ep 70100000

i não localizado! - df - brasil inscrição municipal 1737
presidencia.gov.br' inscrição estadual

email

'eduardo.souzao

discriminação do serviço/dados adicionais

vencimento: 28/12/2018.

descrição do serviço quantidade valor unitário valor total

serviço de fonia 1 215,19
20.02-serviços aeroportuários, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
eni capatazia, movimentação de aeronaves, serviços de apoio
aeroportuários, serviços acessórios, movimentação de mercadorias,
logística e congêneres

retenções

inss(rs) pis(r$) ofins(rs) «s.l.l(rs) irrf(rs)

outras informações

- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

atesto que o materia

“pssctidi s/ou serviço constante
da presente nota fiscal/fatura foi recebido e
aceito e que os valores apresentados estão

corretos e em conformi dre
midade
empenho/contrato. e º

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?cn+banx7hxlyhfiukeh37usghxciack9puxlfnsvpy8= 11
",1,0.896666762323869,1,"215,19",13/12/2018
288,288,"13/12/2018 https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?en+banx7hxlyhfiukeh37by:

sssguia
| e 8.
limnrir

prefeitura de manaus
secretaria municipal de finanças, tecnologia da > notamanaus
informação e controle interno - semef

código de verificação data/hora da emissão
95d4.68c1.f73a  |13/12/2018 - 13:27:34
natureza da operação número da nota
retenção do

issqn 47

prestador de serviços
rm serviços auxiliares de transporte aereo ltda
santos dumont, 1350,
tarumã, telefone: 34642425.
cep 69041-000 - manaus - am - brasil
crrjcnp) 06.990.661/0026-46 inscrição municipal 21872301
dgomesormghs.com.br inscrição estadual
tomador de serviço
presidencia da republica
pf/cnpi 00.394.411/0001-09
endereço dos tres poderes, sn, palácio do pla
uv bairro zona civico-administrativa, telefone: .

ep 70100000

não localizado! - df - brasil inscrição municipal 1737
'eduardo.souzaqpresidencia.gov.br'

nota fiscal de serviços eletrônica - nfse

a autenticidade desta nota pode ser confirmada

em: nota.manaus.am.gov.br, informando o código de
verificação.

email

inscrição estadual

discriminação do serviço/dados adicionais
01 atendimento aeroterrestre-tst-e190 1.850,00 1.850,00

vencimento: 27/12/2018.

20.02-serviços aeroportuários, utilização de aeroporto,
movimentação de passageiros, armazenagem de qualquer natureza,
serviço: capatazia, movimentação de aeronaves, serviços de apoio
aeroportuários, serviços acessórios, movimentação de mercadorias,
logística e congêneres
'alor do serviço (rs) td. desconto(rs) dedução(rs) base de cálculo(rs) j|aliquota(%) [valor do iss(r$) otal(r$)

00
valor total da nota = r$ 1.850,00

inss(rs) pis(r$) ofins(r$) .s.l.l(r$) irrf(r$)
0,00 0,00 0,00 0,00 0,00
issqn(rs) outras deduções(r$) otal das retenções (r$) valor liquido da nota(r$)

outras informações

- competência: dezembro/2018- iss de responsabilidade do: tomador de serviço-
serviço tributado no município: manaus- data do vencimento do iss desta nfse:
10/01/19- operação com retenção de iss por substituição tributária.

atesto que o material s/ou serviço constante
da presente nota fiscal/fatura foi recebido e
aceito e que os valores apresentados estão
corretos e em conformidade com o
empenho/contrato.

em, 1% / az / ib

aros
sa o

https://nfse-prd.manaus.am.gov.br/nfse/servlet/aprelnotafiscalxmi?en+banx7hxlyhfiukeh 37by3y0oynuwsxwiqd3hsno1y= 1/1
",1,0.9742273728840134,1,"1.850,00",13/12/2018
289,289,"413835 / 14123843

 laghetto rio

o unr 1=28, 0600, 05
“ es 1alt=00000000004441

— tern=19098146

— stcidizans

ento fiscal

nº

vante

exija o docume

compro

cc
tipo

“ valor:

safrapay

visa - via es tabelecimento

q 0u0l-5?

p0c=290825

q

credito à vista
valor:

assinatura

da cm ea e sam ca e e

inap8210190211m

safrapay

visa - via cliente
laghetto rio

y lucio custa
agp 1529. uh0, 0597 001754
51 hn=090000000044419

""0 de janeiro rj

95h50

doc=290825

“— ta

nl-d

atue t+ +95
19

r$4060. 00
o tess

um mem

ap a 2 =

ue 10424729035

inapb21ol902n

ê

4
ed

a da o

exceto nas operações hão suje
01/98. 12x au tolo

e
conv ecf

ad cras

€ ""'eto nas opera sma
ce o 1/98 ções não sujeitas

hc
conv ec

dicks

scanned by camscanner
",0,0.949360107715037,0,0,
